Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume
19-Oct-21,06:00,"52,480.00",10,0.02,"52,470.00","52,470.00","52,510.00","5,900"
19-Oct-21,05:55,"52,470.00",30,0.06,"52,440.00","52,440.00","52,480.00","4,300"
19-Oct-21,05:50,"52,440.00",-20,-0.04,"52,450.00","52,440.00","52,460.00","2,000"
19-Oct-21,05:45,"52,460.00",20,0.04,"52,430.00","52,430.00","52,470.00","3,700"
19-Oct-21,05:40,"52,440.00",-40,-0.08,"52,480.00","52,440.00","52,490.00","5,200"
19-Oct-21,05:35,"52,480.00",-40,-0.08,"52,500.00","52,480.00","52,500.00","3,400"
19-Oct-21,05:30,"52,520.00",0,0,"52,510.00","52,500.00","52,530.00","4,200"
19-Oct-21,05:25,"52,520.00",30,0.06,"52,490.00","52,470.00","52,520.00","4,400"
19-Oct-21,05:20,"52,490.00",20,0.04,"52,460.00","52,460.00","52,490.00","1,300"
19-Oct-21,05:15,"52,470.00",-20,-0.04,"52,520.00","52,440.00","52,520.00","6,500"
